ID_Venda;ID_Cliente;ID_Cidade;ID_Produto;Data;Preco_Unitario;Quantidade;Receita_Total
1884;369;7;3;14/10/2024;35;8;280
1885;197;9;17;15/09/2022;149;5;745
1886;801;7;1;29/01/2024;235;5;1175
1887;147;4;8;31/05/2023;65;15;975
1888;885;2;16;10/12/2025;63;3;189
1889;561;3;10;16/05/2024;140;3;420
1890;523;3;3;26/11/2025;15;15;225
1891;338;9;16;03/07/2023;181;11;1991
1892;236;2;13;24/03/2025;80;20;1600
1893;766;1;16;04/03/2022;169;18;3042
1894;413;3;15;23/12/2025;341;8;2728
1895;641;4;7;17/11/2024;151;6;906
1896;356;5;12;30/06/2024;460;11;5060
1897;340;8;11;23/10/2023;319;13;4147
1898;666;8;20;07/06/2022;200;4;800
1899;291;1;13;22/10/2025;237;14;3318
1900;659;4;13;14/03/2025;220;13;2860
1901;319;1;8;04/07/2025;426;3;1278
1902;47;2;15;17/03/2024;283;9;2547
1903;498;8;3;09/10/2025;429;2;858
1904;387;6;11;04/06/2022;445;13;5785
1905;418;3;9;12/04/2022;99;11;1089
1906;24;4;14;18/03/2024;97;18;1746
1907;581;2;6;07/06/2023;262;9;2358
1908;328;3;9;21/06/2022;25;7;175
1909;966;1;20;03/09/2023;106;10;1060
1910;132;1;4;11/05/2025;233;18;4194
1911;547;9;11;18/01/2025;393;1;393
1912;670;3;2;27/06/2025;50;8;400
1913;657;3;1;05/05/2024;270;4;1080
1914;467;6;13;20/01/2022;490;4;1960
1915;866;7;18;25/03/2023;63;11;693
1916;160;6;10;05/11/2022;26;3;78
1917;146;9;17;16/06/2024;479;4;1916
1918;386;7;14;05/09/2025;402;13;5226
1919;196;3;20;15/08/2025;476;20;9520
1920;578;9;1;06/12/2022;227;14;3178
1921;479;2;17;11/02/2025;305;9;2745
1922;61;5;19;18/03/2023;361;10;3610
1923;763;2;14;29/08/2023;64;2;128
1924;667;1;13;26/03/2023;127;3;381
1925;306;2;9;02/11/2024;436;4;1744
1926;193;9;12;31/05/2022;415;11;4565
1927;286;2;19;19/08/2023;259;6;1554
1928;777;4;1;26/08/2023;115;3;345
1929;49;6;16;31/05/2022;335;6;2010
1930;575;8;3;04/08/2024;313;11;3443
1931;571;3;2;18/10/2024;150;5;750
1932;311;5;20;18/12/2024;102;20;2040
1933;963;9;10;09/07/2024;135;4;540
1934;337;2;3;02/04/2025;477;20;9540
1935;623;2;10;22/05/2023;69;12;828
1936;781;7;18;08/05/2024;270;9;2430
1937;370;6;12;15/01/2022;456;8;3648
1938;61;3;4;30/11/2023;123;10;1230
1939;419;9;18;21/09/2022;410;1;410
1940;825;5;12;01/10/2022;497;19;9443
1941;158;5;18;12/10/2025;194;9;1746
1942;97;8;1;23/04/2022;154;13;2002
1943;217;8;3;28/09/2022;99;17;1683
1944;498;7;14;12/02/2023;221;15;3315
1945;89;6;19;25/11/2025;189;1;189
1946;90;8;10;27/02/2025;178;18;3204
1947;511;2;14;08/02/2025;431;16;6896
1948;75;8;1;04/02/2022;210;7;1470
1949;193;1;14;27/07/2023;210;19;3990
1950;478;6;13;10/03/2024;99;13;1287
1951;503;5;5;20/11/2025;274;6;1644
1952;977;2;9;12/04/2025;433;20;8660
1953;525;9;14;18/12/2022;356;13;4628
1954;959;3;18;06/12/2024;415;17;7055
1955;436;5;3;20/02/2024;21;19;399
1956;296;2;6;31/08/2025;393;1;393
1957;941;7;13;24/01/2025;307;18;5526
1958;130;8;7;31/12/2024;296;19;5624
1959;411;2;11;29/01/2023;316;8;2528
1960;265;9;1;21/11/2023;112;16;1792
1961;419;2;11;06/03/2024;465;1;465
1962;655;8;5;02/12/2022;210;19;3990
1963;228;5;8;19/04/2024;343;8;2744
1964;480;7;9;03/10/2025;428;20;8560
1965;23;5;19;16/08/2022;388;3;1164
1966;20;1;13;19/06/2023;35;8;280
1967;515;2;2;31/03/2023;479;14;6706
1968;87;4;7;19/08/2024;499;18;8982
1969;924;6;1;05/08/2025;67;19;1273
1970;52;4;16;30/01/2023;249;9;2241
1971;610;7;5;08/10/2022;432;16;6912
1972;68;3;16;03/04/2024;168;17;2856
1973;778;5;1;13/06/2023;189;3;567
1974;931;6;20;17/12/2024;158;12;1896
1975;953;6;14;30/06/2025;470;20;9400
1976;849;3;7;13/02/2025;215;9;1935
1977;502;7;10;05/02/2022;14;1;14
1978;759;7;16;08/03/2023;160;2;320
1979;549;8;2;30/10/2024;117;6;702
1980;704;8;10;23/05/2022;394;8;3152
1981;474;2;8;26/07/2024;118;19;2242
1982;986;9;6;29/09/2023;292;3;876
1983;228;6;11;28/07/2024;239;8;1912
1984;80;5;10;08/08/2024;80;17;1360
1985;244;2;10;05/08/2025;76;2;152
1986;808;5;7;12/09/2024;329;5;1645
1987;83;2;5;22/01/2023;473;4;1892
1988;739;1;15;18/01/2022;68;1;68
1989;387;9;3;08/07/2024;237;13;3081
1990;812;4;15;23/06/2024;119;11;1309
1991;461;6;18;20/10/2023;281;1;281
1992;590;8;15;29/05/2023;368;13;4784
1993;852;6;16;19/09/2023;384;6;2304
1994;232;8;18;03/06/2023;457;2;914
1995;665;9;17;22/01/2022;39;14;546
1996;525;7;20;22/07/2022;453;14;6342
1997;204;8;11;19/03/2025;399;9;3591
1998;715;3;20;07/09/2022;236;12;2832
1999;493;4;10;25/12/2023;228;1;228
2000;495;7;13;03/04/2024;238;9;2142
2001;147;7;19;06/11/2025;55;6;330
2002;432;4;2;06/06/2025;69;18;1242
2003;627;8;1;06/02/2024;71;11;781
2004;591;8;15;18/08/2023;328;7;2296
2005;503;9;19;19/04/2025;404;12;4848
2006;772;9;19;11/03/2024;400;10;4000
2007;698;4;4;20/09/2023;429;4;1716
2008;986;7;6;27/08/2023;404;19;7676
2009;434;7;2;13/05/2024;349;18;6282
2010;456;5;15;22/02/2025;147;16;2352
2011;719;4;9;09/01/2022;16;1;16
2012;500;6;19;21/08/2022;404;15;6060
2013;37;6;17;12/02/2022;402;1;402
2014;834;7;15;04/04/2025;439;1;439
2015;378;3;15;26/02/2024;279;7;1953
2016;807;4;16;16/04/2023;33;1;33
2017;417;8;6;03/03/2024;440;17;7480
2018;510;1;16;25/11/2023;216;13;2808
2019;557;9;8;03/11/2025;166;1;166
2020;853;5;9;16/11/2023;18;2;36
2021;706;2;14;20/03/2024;360;10;3600
2022;591;1;13;31/07/2022;374;20;7480
2023;196;9;15;26/03/2023;444;15;6660
2024;4;6;9;07/09/2022;15;1;15
2025;525;5;12;29/12/2024;395;7;2765
2026;751;3;8;17/12/2025;72;4;288
2027;474;1;13;08/05/2022;405;12;4860
2028;883;2;17;15/01/2024;172;17;2924
2029;676;3;9;23/04/2024;384;10;3840
2030;568;5;11;19/08/2024;80;1;80
2031;44;4;5;03/12/2025;347;10;3470
2032;79;9;10;04/06/2024;314;4;1256
2033;895;8;9;03/01/2025;226;5;1130
2034;229;3;4;30/04/2022;50;13;650
2035;788;3;19;29/07/2025;147;7;1029
2036;419;8;9;11/09/2023;288;2;576
2037;330;4;17;22/01/2024;61;8;488
2038;542;4;20;14/10/2023;416;12;4992
2039;773;5;8;12/04/2025;429;6;2574
2040;389;1;4;31/01/2024;156;17;2652
2041;433;7;19;14/12/2025;418;3;1254
2042;12;2;13;17/02/2024;366;11;4026
2043;89;6;20;18/04/2023;73;14;1022
2044;168;2;17;24/02/2025;392;13;5096
2045;18;7;17;29/07/2025;240;12;2880
2046;314;7;8;31/12/2022;295;20;5900
2047;557;1;20;20/08/2024;268;17;4556
2048;971;8;8;06/05/2025;473;12;5676
2049;263;9;12;25/01/2025;337;19;6403
2050;273;4;14;27/10/2023;28;3;84
2051;875;2;8;15/11/2025;288;20;5760
2052;923;8;6;18/08/2024;474;2;948
2053;140;4;16;15/08/2025;107;19;2033
2054;155;9;7;24/08/2023;234;17;3978
2055;172;4;2;03/11/2024;201;6;1206
2056;155;6;2;02/03/2023;473;4;1892
2057;719;8;5;15/03/2025;368;8;2944
2058;400;3;18;20/08/2025;425;4;1700
2059;226;9;11;27/05/2025;164;3;492
2060;203;3;15;20/04/2023;202;16;3232
2061;821;7;10;09/08/2022;125;20;2500
2062;857;2;8;01/07/2022;418;9;3762
2063;218;4;11;07/12/2023;138;7;966
2064;536;4;7;09/04/2025;365;15;5475
2065;475;1;6;08/12/2022;459;18;8262
2066;745;6;1;15/01/2022;187;14;2618
2067;503;8;8;27/12/2024;415;10;4150
2068;939;7;18;16/03/2023;226;17;3842
2069;586;4;20;16/12/2025;296;12;3552
2070;821;5;15;01/04/2024;278;11;3058
2071;79;5;17;07/08/2024;356;20;7120
2072;235;1;19;25/09/2024;268;15;4020
2073;753;6;1;17/08/2022;166;9;1494
2074;15;4;13;10/02/2022;492;1;492
2075;33;4;6;29/09/2025;71;15;1065
2076;715;6;2;31/03/2023;439;1;439
2077;363;2;7;09/11/2022;209;6;1254
2078;729;7;18;07/05/2025;358;20;7160
2079;203;9;14;07/02/2025;400;20;8000
2080;265;7;12;11/07/2023;175;5;875
2081;795;6;5;31/08/2023;433;4;1732
2082;241;7;18;18/06/2025;126;6;756
2083;77;7;1;03/10/2025;104;14;1456
2084;753;6;4;31/07/2025;324;3;972
2085;541;8;8;08/07/2024;81;16;1296
2086;728;1;8;17/09/2023;416;1;416
2087;237;4;1;21/03/2022;404;19;7676
2088;31;5;2;05/07/2023;303;8;2424
2089;183;5;11;22/08/2023;354;9;3186
2090;231;1;18;14/11/2022;324;11;3564
2091;466;3;5;04/01/2024;14;15;210
2092;730;2;18;20/10/2025;444;1;444
2093;812;9;20;18/07/2024;245;8;1960
2094;157;9;2;01/03/2023;328;18;5904
2095;971;6;3;24/09/2024;82;18;1476
2096;750;2;20;08/12/2024;264;12;3168
2097;500;3;5;14/12/2025;42;9;378
2098;843;2;3;15/05/2023;366;12;4392
2099;967;8;11;26/11/2024;282;19;5358
2100;543;2;20;12/07/2024;496;18;8928
2101;702;7;16;01/04/2025;262;11;2882
2102;387;8;8;27/05/2024;406;19;7714
2103;717;3;14;02/07/2024;79;11;869
2104;250;4;14;11/11/2024;259;10;2590
2105;537;9;14;26/02/2025;499;1;499
2106;591;9;8;24/11/2024;144;19;2736
2107;537;1;14;14/10/2025;380;4;1520
2108;695;1;6;11/11/2025;149;1;149
2109;817;3;6;24/01/2025;225;20;4500
2110;834;8;2;17/09/2022;156;1;156
2111;976;1;18;20/08/2025;228;18;4104
2112;844;3;18;02/01/2023;367;11;4037
2113;451;4;18;18/10/2022;263;3;789
2114;583;5;20;10/12/2022;315;1;315
2115;409;8;1;20/11/2025;469;12;5628
2116;12;5;15;15/12/2023;287;10;2870
2117;52;3;15;30/05/2023;138;11;1518
2118;401;2;9;27/02/2025;222;4;888
2119;574;8;16;21/06/2023;157;9;1413
2120;905;5;18;05/12/2025;81;8;648
2121;31;9;1;12/05/2024;147;20;2940
2122;115;5;8;10/05/2023;391;18;7038
2123;62;9;9;23/04/2023;30;10;300
2124;249;2;4;28/11/2022;244;3;732
2125;464;2;1;26/10/2023;444;2;888
2126;666;6;17;29/07/2022;276;2;552
2127;86;5;9;22/12/2024;259;9;2331
2128;630;6;19;18/10/2025;445;5;2225
2129;348;7;10;06/04/2023;65;1;65
2130;684;8;13;25/07/2024;358;14;5012
2131;321;4;4;08/10/2024;480;15;7200
2132;591;9;20;14/10/2024;103;7;721
2133;369;8;2;17/06/2023;178;11;1958
2134;599;8;5;28/11/2022;242;1;242
2135;339;8;15;19/10/2025;298;18;5364
2136;784;9;6;13/01/2025;23;15;345
2137;35;3;16;17/04/2024;150;18;2700
2138;592;5;6;23/01/2024;422;12;5064
2139;37;7;4;23/10/2023;286;6;1716
2140;282;9;6;25/08/2022;320;5;1600
2141;1000;8;16;21/05/2024;28;8;224
2142;930;2;13;21/09/2023;125;17;2125
2143;422;6;11;04/06/2025;141;12;1692
2144;994;7;3;30/01/2024;471;7;3297
2145;415;4;10;02/06/2024;336;4;1344
2146;686;9;3;25/01/2023;113;4;452
2147;348;3;11;29/05/2024;460;4;1840
2148;129;9;2;12/08/2023;48;18;864
2149;543;9;11;27/02/2022;16;16;256
2150;380;6;10;12/11/2024;230;10;2300
2151;601;6;6;27/04/2023;482;16;7712
2152;402;7;18;16/03/2024;233;20;4660
2153;285;9;6;29/06/2024;175;19;3325
2154;999;8;15;17/08/2025;160;17;2720
2155;717;8;15;11/04/2025;284;1;284
2156;928;1;10;23/01/2023;128;3;384
2157;628;2;20;17/09/2024;464;2;928
2158;45;1;9;13/03/2022;353;12;4236
2159;370;7;9;27/09/2022;20;20;400
2160;808;8;4;11/09/2022;27;7;189
2161;979;7;5;15/08/2022;269;14;3766
2162;964;1;9;17/06/2025;408;12;4896
2163;789;6;13;07/10/2022;331;9;2979
2164;79;3;13;08/02/2025;173;12;2076
2165;777;9;10;13/08/2025;21;9;189
2166;683;7;1;06/03/2025;69;12;828
2167;998;8;6;28/09/2023;158;4;632
2168;404;5;16;24/04/2023;201;14;2814
2169;199;7;19;25/12/2022;126;17;2142
2170;894;2;1;29/01/2024;401;10;4010
2171;788;9;4;14/09/2023;176;18;3168
2172;885;3;3;21/08/2022;462;5;2310
2173;928;8;14;30/09/2024;229;7;1603
2174;856;3;8;03/02/2022;22;17;374
2175;124;1;10;11/07/2023;241;16;3856
2176;996;3;7;14/11/2024;314;9;2826
2177;707;1;18;07/01/2022;120;1;120
2178;321;7;1;07/06/2023;228;16;3648
2179;160;2;13;21/01/2022;160;13;2080
2180;755;6;4;23/11/2022;397;20;7940
2181;405;7;1;06/09/2024;100;9;900
2182;233;1;13;03/10/2025;485;5;2425
2183;516;5;7;20/01/2025;39;8;312
2184;890;6;9;21/06/2022;84;3;252
2185;454;8;8;24/02/2022;471;3;1413
2186;400;5;9;14/05/2025;116;9;1044
2187;875;8;12;18/05/2024;58;9;522
2188;223;5;1;29/10/2025;139;9;1251
2189;905;8;13;28/10/2022;333;16;5328
2190;859;6;13;23/10/2022;238;4;952
2191;474;7;19;30/10/2024;188;1;188
2192;919;6;1;08/03/2023;209;11;2299
2193;529;5;1;17/06/2022;365;2;730
2194;957;6;9;28/12/2023;321;11;3531
2195;135;9;9;17/07/2025;57;8;456
2196;664;1;13;26/02/2022;491;17;8347
2197;677;3;5;05/05/2023;275;11;3025
2198;509;7;6;20/08/2025;437;14;6118
2199;899;3;1;30/06/2023;295;14;4130
2200;288;3;10;14/03/2023;389;6;2334
2201;132;1;12;10/01/2024;495;14;6930
2202;756;2;20;08/03/2025;426;19;8094
2203;861;1;9;08/12/2024;35;15;525
2204;892;9;9;26/07/2025;443;17;7531
2205;278;8;12;03/10/2024;277;2;554
2206;291;2;3;01/04/2025;348;20;6960
2207;457;9;17;17/09/2022;94;11;1034
2208;273;9;17;02/07/2022;272;17;4624
2209;782;4;16;08/07/2023;125;15;1875
2210;294;7;11;26/08/2025;495;6;2970
2211;925;2;12;06/09/2022;347;1;347
2212;857;4;8;30/01/2023;128;7;896
2213;134;8;11;20/07/2025;323;8;2584
2214;220;2;14;23/11/2024;202;13;2626
2215;78;9;15;22/05/2025;142;15;2130
2216;935;7;3;05/05/2025;477;6;2862
2217;249;4;2;19/01/2025;251;1;251
2218;640;2;14;20/02/2023;247;13;3211
2219;388;1;20;14/01/2025;80;9;720
2220;831;4;7;21/12/2024;106;17;1802
2221;25;2;14;07/12/2023;41;4;164
2222;940;3;20;21/06/2023;214;2;428
2223;245;5;6;18/12/2025;437;12;5244
2224;423;8;9;19/12/2024;121;3;363
2225;616;8;4;02/04/2022;318;4;1272
2226;877;2;7;16/12/2024;78;8;624
2227;288;4;1;06/10/2022;487;12;5844
2228;186;7;2;18/01/2025;39;8;312
2229;115;3;9;08/02/2025;369;14;5166
2230;978;8;5;24/03/2022;308;9;2772
2231;111;7;8;07/11/2022;322;20;6440
2232;572;9;15;06/08/2024;127;2;254
2233;450;7;14;28/09/2025;266;1;266
2234;765;2;16;26/04/2024;291;8;2328
2235;312;5;18;28/05/2025;93;12;1116
2236;798;1;5;12/12/2023;419;1;419
2237;977;1;17;08/11/2022;380;2;760
2238;253;5;10;10/05/2023;413;17;7021
2239;867;6;9;28/03/2024;394;20;7880
2240;306;6;6;07/02/2022;232;12;2784
2241;320;1;20;16/02/2024;174;14;2436
2242;537;7;11;14/03/2025;120;9;1080
2243;618;2;20;18/07/2025;312;1;312
2244;602;5;7;14/08/2024;200;3;600
2245;207;7;14;13/11/2024;228;1;228
2246;754;5;20;30/11/2025;326;4;1304
2247;667;1;6;15/04/2022;236;14;3304
2248;87;3;15;18/12/2024;87;14;1218
2249;229;5;19;01/07/2025;417;7;2919
2250;748;7;6;03/10/2022;368;5;1840
2251;670;4;1;01/01/2023;399;7;2793
2252;856;3;6;01/02/2023;132;2;264
2253;214;4;17;14/12/2022;431;2;862
2254;502;7;10;06/09/2025;241;17;4097
2255;342;8;2;25/03/2022;184;3;552
2256;855;4;16;18/12/2023;362;16;5792
2257;267;7;17;01/05/2025;287;17;4879
2258;813;4;18;17/12/2024;384;14;5376
2259;97;2;8;27/10/2025;431;12;5172
2260;111;5;11;08/04/2023;257;19;4883
2261;400;1;7;02/06/2022;346;2;692
2262;619;8;5;16/03/2023;276;11;3036
2263;11;2;7;01/01/2025;112;17;1904
2264;995;9;17;09/08/2023;399;20;7980
2265;632;9;6;26/09/2023;289;2;578
2266;434;8;5;02/01/2024;398;18;7164
2267;434;6;2;22/04/2025;229;2;458
2268;65;7;4;17/08/2023;235;9;2115
2269;240;2;18;27/06/2025;391;7;2737
2270;15;6;4;07/11/2024;206;7;1442
2271;756;8;19;18/08/2024;262;6;1572
2272;948;5;13;26/11/2025;362;3;1086
2273;864;9;2;10/05/2025;481;20;9620
2274;355;7;17;03/07/2022;279;13;3627
2275;434;4;18;14/10/2025;139;5;695
2276;219;6;2;01/07/2025;279;19;5301
2277;928;2;18;06/10/2022;119;1;119
2278;126;3;13;30/04/2025;230;3;690
2279;141;5;2;07/12/2024;16;8;128
2280;877;1;20;08/07/2023;160;17;2720
2281;582;3;13;02/07/2022;114;4;456
2282;187;3;5;17/02/2023;479;11;5269
2283;110;5;5;26/08/2023;421;3;1263
2284;953;6;14;31/08/2025;58;8;464
2285;201;9;18;09/01/2023;70;6;420
2286;672;7;18;18/11/2022;185;4;740
2287;161;4;6;12/03/2025;228;5;1140
2288;542;8;10;20/11/2022;315;11;3465
2289;882;4;13;06/04/2025;86;16;1376
2290;728;3;10;16/02/2022;474;17;8058
2291;503;3;4;26/07/2022;379;15;5685
2292;659;6;11;07/09/2023;377;3;1131
2293;54;5;3;07/10/2025;475;19;9025
2294;888;9;12;12/04/2023;404;19;7676
2295;142;9;10;30/11/2023;292;2;584
2296;238;6;4;06/03/2022;441;6;2646
2297;401;1;12;19/01/2025;390;15;5850
2298;352;3;12;12/04/2023;104;3;312
2299;829;3;10;09/11/2025;458;1;458
2300;629;5;6;22/09/2023;90;15;1350
2301;590;8;7;25/05/2024;136;17;2312
2302;775;9;9;25/04/2023;50;13;650
2303;981;7;6;28/01/2024;398;2;796
2304;514;4;4;08/12/2024;216;6;1296
2305;685;8;4;12/08/2024;199;11;2189
2306;265;5;9;14/05/2022;443;14;6202
2307;470;2;9;09/10/2024;160;8;1280
2308;903;9;9;27/03/2025;100;11;1100
2309;749;2;3;28/08/2024;473;4;1892
2310;396;9;13;11/09/2023;289;17;4913
2311;124;8;12;26/08/2023;385;1;385
2312;47;1;3;29/08/2024;21;15;315
2313;348;8;20;20/02/2024;82;14;1148
2314;233;2;20;03/01/2022;132;7;924
2315;86;4;4;04/11/2023;172;9;1548
2316;190;7;20;02/04/2023;103;17;1751
2317;817;3;17;25/09/2025;327;11;3597
2318;982;7;1;08/09/2022;390;16;6240
2319;38;2;6;23/05/2022;438;19;8322
2320;562;8;9;06/03/2024;369;14;5166
2321;390;8;10;30/08/2024;231;1;231
2322;855;1;1;10/09/2025;80;20;1600
2323;186;4;7;29/01/2025;73;17;1241
2324;285;9;17;14/09/2025;154;7;1078
2325;687;3;3;04/08/2023;243;13;3159
2326;100;9;4;20/09/2024;237;14;3318
2327;26;4;17;21/07/2023;353;8;2824
2328;377;1;11;02/10/2022;427;5;2135
2329;94;5;4;17/11/2025;170;1;170
2330;231;9;10;17/04/2023;484;3;1452
2331;698;9;14;06/02/2023;250;5;1250
2332;98;5;9;05/08/2024;15;16;240
2333;784;9;3;23/11/2025;364;8;2912
2334;456;1;2;02/11/2023;13;18;234
2335;595;6;18;04/06/2024;280;16;4480
2336;981;7;8;24/07/2022;71;10;710
2337;757;9;2;22/01/2023;329;9;2961
2338;894;8;10;02/01/2024;18;6;108
2339;702;7;2;17/08/2022;58;19;1102
2340;233;4;13;16/12/2023;486;12;5832
2341;921;8;6;07/09/2023;439;20;8780
2342;690;6;6;21/07/2024;193;13;2509
2343;676;8;16;20/06/2024;205;8;1640
2344;86;3;6;04/05/2025;210;13;2730
2345;828;4;7;29/10/2025;217;11;2387
2346;636;1;1;13/03/2022;241;10;2410
2347;595;6;20;12/04/2022;286;2;572
2348;705;2;14;14/02/2023;17;20;340
2349;846;7;13;26/12/2023;195;13;2535
2350;975;7;9;25/02/2024;394;16;6304
2351;330;3;20;22/02/2023;493;2;986
2352;768;4;2;02/09/2022;426;10;4260
2353;340;1;9;05/01/2023;421;20;8420
2354;92;9;11;13/09/2023;463;6;2778
2355;322;5;12;09/06/2023;283;10;2830
2356;524;2;14;16/10/2025;191;16;3056
2357;733;5;5;09/11/2024;405;9;3645
2358;442;8;4;22/12/2023;445;20;8900
2359;590;9;1;27/03/2023;145;20;2900
2360;450;2;13;18/06/2024;90;17;1530
2361;445;5;14;07/05/2025;157;9;1413
2362;619;1;11;03/10/2025;467;16;7472
2363;715;8;4;09/09/2024;136;17;2312
2364;335;1;13;10/02/2022;139;12;1668
2365;475;2;15;12/02/2023;379;8;3032
2366;333;1;1;07/12/2025;338;3;1014
2367;419;5;5;20/01/2023;242;1;242
2368;952;1;10;26/07/2025;427;10;4270
2369;704;1;8;08/11/2024;221;11;2431
2370;693;8;11;19/01/2023;191;1;191
2371;51;1;15;28/10/2024;151;16;2416
2372;957;6;13;30/12/2022;203;5;1015
2373;322;9;15;26/10/2024;191;5;955
2374;932;6;16;12/10/2024;267;5;1335
2375;784;9;10;01/01/2023;121;5;605
2376;199;4;1;01/06/2024;433;1;433
2377;262;6;18;28/10/2022;391;20;7820
2378;969;9;14;22/03/2022;220;7;1540
2379;910;2;3;05/02/2024;211;14;2954
2380;496;3;2;19/02/2023;342;14;4788
2381;341;5;16;06/10/2024;391;12;4692
2382;383;1;3;04/01/2023;70;6;420
2383;40;9;15;23/05/2022;248;15;3720
2384;344;8;2;05/01/2023;172;17;2924
2385;45;8;19;24/06/2022;84;20;1680
2386;92;5;17;10/09/2022;244;1;244
2387;973;6;4;17/08/2024;159;2;318
2388;132;6;13;04/10/2023;134;16;2144
2389;701;4;19;09/06/2022;249;5;1245
2390;729;4;7;09/02/2025;445;8;3560
2391;26;2;12;20/02/2022;366;6;2196
2392;423;6;12;01/01/2023;467;11;5137
2393;301;1;17;06/05/2023;440;20;8800
2394;521;9;16;01/12/2024;76;8;608
2395;231;2;14;06/08/2025;485;20;9700
2396;708;1;12;26/08/2024;252;6;1512
2397;436;3;1;02/07/2022;482;4;1928
2398;208;1;19;24/01/2022;495;18;8910
2399;368;5;14;20/03/2025;48;11;528
2400;869;2;19;13/06/2024;144;16;2304
2401;911;9;8;10/02/2025;75;8;600
2402;75;4;16;05/04/2023;22;5;110
2403;732;8;15;11/04/2023;486;11;5346
2404;42;8;14;17/04/2025;109;4;436
2405;209;9;18;25/11/2023;73;11;803
2406;586;6;11;10/01/2022;408;17;6936
2407;700;3;9;21/07/2025;131;1;131
2408;560;8;19;20/05/2024;48;18;864
2409;885;8;4;12/07/2023;397;10;3970
2410;530;6;9;30/09/2025;211;20;4220
2411;153;6;6;05/04/2025;186;2;372
2412;652;1;17;23/12/2023;213;14;2982
2413;414;2;7;11/08/2024;129;4;516
2414;155;2;7;14/05/2022;370;10;3700
2415;463;3;8;28/06/2023;192;16;3072
2416;597;7;16;26/08/2025;99;18;1782
2417;904;3;11;17/02/2022;36;11;396
2418;322;2;3;03/03/2025;398;9;3582
2419;813;2;17;20/02/2022;280;14;3920
2420;279;5;15;30/03/2024;335;19;6365
2421;671;1;18;15/08/2022;47;1;47
2422;568;6;5;25/03/2025;435;10;4350
2423;469;6;11;28/03/2025;148;5;740
2424;169;9;9;18/07/2022;457;4;1828
2425;990;7;7;16/10/2022;357;5;1785
2426;400;9;12;06/07/2023;353;14;4942
2427;480;8;16;15/10/2025;345;10;3450
2428;961;2;17;07/04/2024;399;15;5985
2429;797;4;4;04/04/2023;303;8;2424
2430;217;4;14;02/06/2023;409;15;6135
2431;654;8;16;02/06/2023;278;19;5282
2432;744;8;5;23/05/2023;449;17;7633
2433;952;2;5;18/08/2024;498;6;2988
2434;853;7;17;14/01/2024;74;10;740
2435;449;9;17;07/03/2024;261;3;783
2436;819;9;5;16/03/2022;160;16;2560
2437;925;2;16;25/01/2023;221;10;2210
2438;205;8;8;26/11/2023;334;20;6680
2439;153;6;5;25/11/2023;423;20;8460
2440;983;1;10;01/11/2022;127;8;1016
2441;924;7;1;07/08/2022;182;5;910
2442;482;4;11;11/01/2024;148;16;2368
2443;327;6;9;15/06/2025;279;5;1395
2444;572;1;3;26/01/2023;309;15;4635
2445;189;1;6;18/03/2024;340;1;340
2446;711;7;12;22/03/2023;490;11;5390
2447;622;7;13;17/06/2022;13;17;221
2448;585;4;12;02/06/2025;470;1;470
2449;554;5;13;19/02/2025;456;10;4560
2450;233;7;5;04/09/2023;449;18;8082
2451;394;5;17;30/03/2025;116;19;2204
2452;542;4;5;31/12/2023;403;6;2418
2453;301;1;10;26/06/2025;277;11;3047
2454;652;3;9;01/08/2022;499;4;1996
2455;575;7;19;12/11/2023;211;14;2954
2456;86;5;15;10/05/2023;293;4;1172
2457;526;7;5;29/07/2025;426;5;2130
2458;320;5;14;09/05/2022;117;9;1053
2459;154;7;17;26/12/2022;339;19;6441
2460;312;9;11;15/06/2022;372;19;7068
2461;878;2;1;25/03/2025;295;17;5015
2462;908;2;16;13/03/2022;54;3;162
2463;850;1;10;31/08/2022;324;18;5832
2464;172;6;17;13/10/2022;106;13;1378
2465;488;1;15;27/07/2022;278;11;3058
2466;405;6;2;14/06/2025;38;4;152
2467;461;9;2;09/11/2023;136;20;2720
2468;291;2;19;23/11/2023;173;8;1384
2469;817;4;18;01/09/2022;397;7;2779
2470;653;9;18;08/06/2023;112;1;112
2471;405;7;11;16/02/2025;493;12;5916
2472;614;2;5;07/11/2024;289;8;2312
2473;556;4;7;29/11/2022;300;8;2400
2474;916;8;20;09/03/2025;83;14;1162
2475;508;1;5;22/12/2022;438;1;438
2476;175;9;18;02/09/2025;181;8;1448
2477;856;3;16;08/12/2024;107;19;2033
2478;72;7;15;07/08/2024;363;19;6897
2479;162;9;9;09/09/2024;345;3;1035
2480;572;9;15;05/06/2025;113;14;1582
2481;80;3;10;27/01/2022;162;13;2106
2482;716;1;3;06/08/2022;383;8;3064
2483;306;8;6;15/07/2025;73;3;219
2484;476;5;4;02/04/2024;375;7;2625
2485;302;4;16;08/04/2025;465;2;930
2486;365;6;8;09/12/2025;15;18;270
2487;92;3;20;29/07/2025;325;17;5525
2488;739;8;13;25/07/2025;359;11;3949
2489;985;7;13;29/10/2025;411;11;4521
2490;625;6;1;16/01/2025;494;14;6916
2491;141;4;8;29/12/2024;260;5;1300
2492;261;5;19;09/09/2024;381;13;4953
2493;153;6;2;29/10/2025;286;17;4862
2494;508;6;13;23/05/2025;303;8;2424
2495;898;3;6;19/09/2023;342;6;2052
2496;358;1;13;06/12/2023;344;20;6880
2497;959;7;19;25/03/2024;150;20;3000
